ID,length,locus_tag,assembly,accession,start,end,strand,taxid,feature,gene,product,protein_id,context,superkingdom,phylum,class,order,family,genus,species,replicon_type,replicon_name
AB0010R5BY,212,HCX60_RS03140,GCF012044595.1,NZ_CP050692.1,698903,699542,1,1890,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_078632182.1,AB0010R5BZ;AB0010R5C0;AB0010R5C1;AB0010R5C2;AB0010R5C3;AB0010R5C4;AB0010R5C5;AB0010R5C6;AB0010R5C7;AB0010R5C8;AB0010R5C9;AB0010R5BX;AB0010R5BW;AB0010R5BV;AB0010R5BU;AB0010R5BT;AB0010R5BS;AB0010R5BR;AB0010R5BQ;AB0010R5BP;AB0010R5BO,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces antibioticus,main,main
AB0012T808,211,HUT08_RS34705,GCF013364335.1,NZ_CP054929.1,8583638,8584274,-1,2742130,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_176166622.1,AB0012T809;AB0012T80A;AB0012T80B;AB0012T80C;AB0012T80D;AB0012T80E;AB0012T807;AB0012T806;AB0012T805;AB0012T804;AB0012T803;AB0012T802;AB0012T801;AB0012T800;AB0012T7ZZ;AB0012T7ZY;AB0012T7ZX,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces buecherae,main,main
AB0018DZWU,232,EL292_RS12660,GCF900637925.1,NZ_LR134473.1,2838085,2838784,1,1749,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_028702301.1,AB0018DZWV;AB0018DZWW;AB0018DZWX;AB0018DZWY;AB0018DZWZ;AB0018DZX0;AB0018DZWT;AB0018DZWS;AB0018DZWR;AB0018DZWQ;AB0018DZWP;AB0018DZWO;AB0018DZWN;AB0018DZWM,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium jensenii,chromosome,1
AB000TCAII,217,DDJ31_RS02415,GCF005222485.1,NZ_CP029078.1,577241,577895,1,45398,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_127181958.1,AB000TCAIJ;AB000TCAIK;AB000TCAIL;AB000TCAIM;AB000TCAIN;AB000TCAIO;AB000TCAIP;AB000TCAIQ;AB000TCAIR;AB000TCAIS;AB000TCAIT;AB000TCAIU;AB000TCAIH;AB000TCAIG;AB000TCAIF;AB000TCAIE;AB000TCAID;AB000TCAIC;AB000TCAIB;AB000TCAIA;AB000TCAI9;AB000TCAI8;AB000TCAI7,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseoviridis,main,main
AB0009ENY6,203,WY02_RS14825,GCF001294605.1,NZ_CP011862.1,3201803,3202415,-1,445576,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_062403890.1,AB0009ENY7;AB0009ENY8;AB0009ENY9;AB0009ENYA;AB0009ENYB;AB0009ENYC;AB0009ENYD;AB0009ENYE;AB0009ENYF;AB0009ENY5;AB0009ENY4;AB0009ENY3;AB0009ENY2;AB0009ENY1;AB0009ENY0;AB0009ENXZ;AB0009ENXY;AB0009ENXX,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. AL041005-10,main,main
AB000XUC0A,196,GC089_RS07870,GCF009720485.1,NZ_CP045245.1,1723428,1724019,-1,2654191,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_136519809.1,AB000XUC0B;AB000XUC0C;AB000XUC0D;AB000XUC0E;AB000XUC0F;AB000XUC0G;AB000XUC0H;AB000XUC0I;AB000XUC0J;AB000XUC0K;AB000XUC0L;AB000XUC09;AB000XUC08;AB000XUC07;AB000XUC06;AB000XUC05;AB000XUC04;AB000XUC03;AB000XUC02,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. JZ18,main,main
AB000VXHUC,211,CP981_RS35405,GCF008704855.1,NZ_CP023691.1,8010785,8011421,-1,58346,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_085922125.1,AB000VXHUD;AB000VXHUE;AB000VXHUF;AB000VXHUG;AB000VXHUH;AB000VXHUI;AB000VXHUJ;AB000VXHUK;AB000VXHUL;AB000VXHUM;AB000VXHUN;AB000VXHUO;AB000VXHUP;AB000VXHUB;AB000VXHUA;AB000VXHU9;AB000VXHU8;AB000VXHU7;AB000VXHU6;AB000VXHU5;AB000VXHU4;AB000VXHU3;AB000VXHU2;AB000VXHU1;AB000VXHU0;AB000VXHTZ,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces platensis,main,main
AB0016KK20,223,HLG82_RS06445,GCF014926385.1,NZ_CP053291.1,1360782,1361454,-1,2733571,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_193327751.1,AB0016KK21;AB0016KK22;AB0016KK23;AB0016KK24;AB0016KK25;AB0016KK26;AB0016KK27;AB0016KK28;AB0016KK29;AB0016KK2A;AB0016KK2B;AB0016KK2C;AB0016KK1Z;AB0016KK1Y;AB0016KK1X;AB0016KK1W;AB0016KK1V;AB0016KK1U;AB0016KK1T;AB0016KK1S;AB0016KK1R,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pecoris,main,main
AB0018E6LS,219,EL234_RS01995,GCF900637955.1,NZ_LR134476.1,430284,430944,-1,312285,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_126415897.1,AB0018E6LT;AB0018E6LU;AB0018E6LV;AB0018E6LW;AB0018E6LX;AB0018E6LY;AB0018E6LZ;AB0018E6M0;AB0018E6M1;AB0018E6LR;AB0018E6LQ;AB0018E6LP;AB0018E6LO;AB0018E6LN;AB0018E6LM;AB0018E6LL;AB0018E6LK,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella bialowiezensis,chromosome,1
AB000EJB8D,181,BWZ22_RS04805,GCF001971785.1,NZ_CP019389.1,1019219,1019765,-1,1936081,CDS,,hypothetical protein,WP_076698345.1,AB000EJB8E;AB000EJB8F;AB000EJB8G;AB000EJB8H;AB000EJB8I;AB000EJB8J;AB000EJB8K;AB000EJB8L;AB000EJB8C;AB000EJB8B;AB000EJB8A;AB000EJB89;AB000EJB88;AB000EJB87;AB000EJB86;AB000EJB85;AB000EJB84,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,Seonamhaeicola sp. S2-3,main,main
AB000QR6JU,213,CVS53_RS07775,GCF004000565.1,NZ_CP031338.1,1587673,1588315,1,82380,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_017830296.1,AB000QR6JV;AB000QR6JW;AB000QR6JX;AB000QR6JY;AB000QR6JZ;AB000QR6K0;AB000QR6K1;AB000QR6K2;AB000QR6K3;AB000QR6K4;AB000QR6K5;AB000QR6JT;AB000QR6JS;AB000QR6JR;AB000QR6JQ;AB000QR6JP;AB000QR6JO;AB000QR6JN;AB000QR6JM;AB000QR6JL;AB000QR6JK;AB000QR6JJ;AB000QR6JI;AB000QR6JH,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium oxydans,main,main
AB000HR0PS,182,CJ263_RS13960,GCF002269385.1,NZ_CP022957.1,3161793,3162342,1,1178778,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_094997840.1,AB000HR0PT;AB000HR0PU;AB000HR0PV;AB000HR0PW;AB000HR0PX;AB000HR0PY;AB000HR0PZ;AB000HR0Q0;AB000HR0Q1;AB000HR0Q2;AB000HR0PR;AB000HR0PQ;AB000HR0PP;AB000HR0PO;AB000HR0PN;AB000HR0PM;AB000HR0PL;AB000HR0PK;AB000HR0PJ;AB000HR0PI;AB000HR0PH;AB000HR0PG,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter cobaltidurans,main,main
AB000A2LY6,212,AS200_RS40725,GCF001484565.1,NZ_CP013743.1,9118334,9118973,-1,1725411,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_058928608.1,AB000A2LY7;AB000A2LY8;AB000A2LY9;AB000A2LYA;AB000A2LYB;AB000A2LYC;AB000A2LYD;AB000A2LYE;AB000A2LYF;AB000A2LYG;AB000A2LYH;AB000A2LY5;AB000A2LY4;AB000A2LY3;AB000A2LY2;AB000A2LY1;AB000A2LY0;AB000A2LXZ;AB000A2LXY;AB000A2LXX;AB000A2LXW;AB000A2LXV,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CdTB01,main,main
AB00029UTR,204,SKED_RS12390,GCF000024925.1,NC_013521.1,2807634,2808249,-1,446469,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_012867497.1,AB00029UTS;AB00029UTT;AB00029UTU;AB00029UTV;AB00029UTW;AB00029UTX;AB00029UTY;AB00029UTZ;AB00029UU0;AB00029UU1;AB00029UU2;AB00029UU3;AB00029UU4;AB00029UTQ;AB00029UTP;AB00029UTO;AB00029UTN;AB00029UTM;AB00029UTL;AB00029UTK;AB00029UTJ;AB00029UTI;AB00029UTH;AB00029UTG,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Sanguibacteraceae,Sanguibacter,Sanguibacter keddieii,main,main
AB0008KKDU,218,BN2145_RS34185,GCF001013905.1,NZ_LN831790.1,7643985,7644642,-1,1437453,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_029387571.1,AB0008KKDV;AB0008KKDW;AB0008KKDX;AB0008KKDY;AB0008KKDZ;AB0008KKE0;AB0008KKE1;AB0008KKE2;AB0008KKE3;AB0008KKE4;AB0008KKE5;AB0008KKE6;AB0008KKDT;AB0008KKDS;AB0008KKDR;AB0008KKDQ;AB0008KKDP;AB0008KKDO;AB0008KKDN;AB0008KKDM;AB0008KKDL;AB0008KKDK;AB0008KKDJ;AB0008KKDI,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces leeuwenhoekii,chromosome,1
AB0014H6TH,212,GJU35_RS02610,GCF014083905.1,NZ_CP046024.1,565568,566207,1,1915,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_067426243.1,AB0014H6TI;AB0014H6TJ;AB0014H6TK;AB0014H6TL;AB0014H6TM;AB0014H6TN;AB0014H6TO;AB0014H6TP;AB0014H6TQ;AB0014H6TR;AB0014H6TS;AB0014H6TG;AB0014H6TF;AB0014H6TE;AB0014H6TD;AB0014H6TC;AB0014H6TB;AB0014H6TA;AB0014H6T9;AB0014H6T8;AB0014H6T7,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces lincolnensis,main,main
AB000N9687,195,JS278_RS08535,GCF003325455.1,NZ_CP025198.1,1864350,1864938,-1,2057246,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_114044807.1,AB000N9688;AB000N9689;AB000N968A;AB000N968B;AB000N968C;AB000N968D;AB000N968E;AB000N968F;AB000N968G;AB000N968H;AB000N968I;AB000N9686;AB000N9685;AB000N9684;AB000N9683;AB000N9682;AB000N9681;AB000N9680;AB000N967Z;AB000N967Y;AB000N967X;AB000N967W;AB000N967V;AB000N967U,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium virtanenii,main,main
AB000WIOTP,213,F9278_RS05760,GCF009184865.1,NZ_CP045096.1,1206588,1207230,1,2653200,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_152167289.1,AB000WIOTQ;AB000WIOTR;AB000WIOTS;AB000WIOTT;AB000WIOTU;AB000WIOTV;AB000WIOTW;AB000WIOTX;AB000WIOTY;AB000WIOTZ;AB000WIOTO;AB000WIOTN;AB000WIOTM;AB000WIOTL;AB000WIOTK;AB000WIOTJ;AB000WIOTI;AB000WIOTH;AB000WIOTG;AB000WIOTF;AB000WIOTE;AB000WIOTD,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces phaeolivaceus,main,main
AB000NN8BB,217,C4J65_RS32375,GCF003369795.1,NZ_CP026730.1,7050579,7051233,-1,2083284,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_115745624.1,AB000NN8BC;AB000NN8BD;AB000NN8BE;AB000NN8BF;AB000NN8BG;AB000NN8BH;AB000NN8BI;AB000NN8BJ;AB000NN8BK;AB000NN8BL;AB000NN8BM;AB000NN8BA;AB000NN8B9;AB000NN8B8;AB000NN8B7;AB000NN8B6;AB000NN8B5;AB000NN8B4;AB000NN8B3;AB000NN8B2;AB000NN8B1;AB000NN8B0;AB000NN8AZ;AB000NN8AY,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CB09001,main,main
AB000BXVYW,217,BAB75_RS08595,GCF001677135.1,NZ_CP016189.1,1745697,1746351,1,83262,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_043075966.1,AB000BXVYX;AB000BXVYY;AB000BXVYZ;AB000BXVZ0;AB000BXVZ1;AB000BXVZ2;AB000BXVZ3;AB000BXVZ4;AB000BXVZ5;AB000BXVZ6;AB000BXVZ7;AB000BXVZ8;AB000BXVYV;AB000BXVYU;AB000BXVYT;AB000BXVYS;AB000BXVYR;AB000BXVYQ;AB000BXVYP;AB000BXVYO;AB000BXVYN;AB000BXVYM;AB000BXVYL;AB000BXVYK,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides immunogenum,main,main
AB000PR523,227,DT073_RS10585,GCF003850245.1,NZ_CP031015.1,2195799,2196483,-1,2268461,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_124293358.1,AB000PR524;AB000PR525;AB000PR526;AB000PR527;AB000PR528;AB000PR529;AB000PR52A;AB000PR52B;AB000PR52C;AB000PR52D;AB000PR52E;AB000PR52F;AB000PR522;AB000PR521;AB000PR520;AB000PR51Z;AB000PR51Y;AB000PR51X;AB000PR51W;AB000PR51V;AB000PR51U,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. ABRD_28,main,main
AB0016A1TR,195,IGS73_RS08420,GCF014883915.1,NZ_CP062789.1,1750285,1750873,-1,857417,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_084451862.1,AB0016A1TS;AB0016A1TT;AB0016A1TU;AB0016A1TV;AB0016A1TW;AB0016A1TX;AB0016A1TY;AB0016A1TZ;AB0016A1U0;AB0016A1TQ;AB0016A1TP;AB0016A1TO;AB0016A1TN;AB0016A1TM;AB0016A1TL;AB0016A1TK;AB0016A1TJ;AB0016A1TI;AB0016A1TH;AB0016A1TG;AB0016A1TF,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Janibacter,Janibacter indicus,main,main
AB0014KHGT,203,H4N58_RS13460,GCF014127285.1,NZ_CP059901.1,2771369,2771981,1,2708082,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_167250279.1,AB0014KHGU;AB0014KHGV;AB0014KHGW;AB0014KHGX;AB0014KHGY;AB0014KHGZ;AB0014KHH0;AB0014KHH1;AB0014KHH2;AB0014KHGS;AB0014KHGR;AB0014KHGQ;AB0014KHGP;AB0014KHGO;AB0014KHGN;AB0014KHGM;AB0014KHGL;AB0014KHGK;AB0014KHGJ,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Mumia,Mumia sp. ZJ1417,main,main
AB0009BGDU,229,AM609_RS08470,GCF001278845.1,NZ_CP012590.1,2093881,2094571,-1,712122,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_053586937.1,AB0009BGDV;AB0009BGDW;AB0009BGDX;AB0009BGDY;AB0009BGDZ;AB0009BGE0;AB0009BGE1;AB0009BGE2;AB0009BGE3;AB0009BGE4;AB0009BGE5;AB0009BGDT;AB0009BGDS;AB0009BGDR;AB0009BGDQ;AB0009BGDP;AB0009BGDO;AB0009BGDN,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 414,main,main
AB0013YPGZ,197,H0264_RS35005,GCF013744875.1,NZ_CP059399.1,7642262,7642856,1,2755382,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_181581490.1,AB0013YPH0;AB0013YPH1;AB0013YPH2;AB0013YPH3;AB0013YPH4;AB0013YPH5;AB0013YPH6;AB0013YPH7;AB0013YPH8;AB0013YPH9;AB0013YPHA;AB0013YPGY;AB0013YPGX;AB0013YPGW;AB0013YPGV;AB0013YPGU;AB0013YPGT;AB0013YPGS;AB0013YPGR;AB0013YPGQ;AB0013YPGP,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia sp. WCH-YHL-001,main,main
AB000KPN1B,218,C4B68_RS35330,GCF002946835.1,NZ_CP026652.1,7581121,7581778,-1,2049881,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_099505767.1,AB000KPN1C;AB000KPN1D;AB000KPN1E;AB000KPN1F;AB000KPN1G;AB000KPN1H;AB000KPN1I;AB000KPN1J;AB000KPN1K;AB000KPN1L;AB000KPN1M;AB000KPN1A;AB000KPN19;AB000KPN18;AB000KPN17;AB000KPN16;AB000KPN15;AB000KPN14;AB000KPN13;AB000KPN12;AB000KPN11;AB000KPN10;AB000KPN0Z,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces dengpaensis,main,main
AB000VUS0J,212,FOB48_RS02925,GCF008693925.1,NZ_CP044108.1,687514,688153,1,1630135,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_174233101.1,AB000VUS0K;AB000VUS0L;AB000VUS0M;AB000VUS0N;AB000VUS0O;AB000VUS0P;AB000VUS0Q;AB000VUS0R;AB000VUS0S;AB000VUS0I;AB000VUS0H;AB000VUS0G;AB000VUS0F;AB000VUS0E;AB000VUS0D;AB000VUS0C;AB000VUS0B;AB000VUS0A,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Dermabacter,Dermabacter vaginalis,main,main
AB000VX5KW,212,CP983_RS40875,GCF008704715.1,NZ_CP023689.1,9200867,9201506,-1,1969,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_150505455.1,AB000VX5KX;AB000VX5KY;AB000VX5KZ;AB000VX5L0;AB000VX5L1;AB000VX5L2;AB000VX5L3;AB000VX5L4;AB000VX5L5;AB000VX5L6;AB000VX5KV;AB000VX5KU;AB000VX5KT;AB000VX5KS;AB000VX5KR;AB000VX5KQ;AB000VX5KP;AB000VX5KO;AB000VX5KN;AB000VX5KM;AB000VX5KL,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces chartreusis,main,main
AB000ZQ7ZQ,201,G6N60_RS26810,GCF010729665.1,NZ_AP022610.1,5647068,5647674,1,212765,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_163743124.1,AB000ZQ7ZR;AB000ZQ7ZS;AB000ZQ7ZT;AB000ZQ7ZU;AB000ZQ7ZV;AB000ZQ7ZW;AB000ZQ7ZX;AB000ZQ7ZY;AB000ZQ7ZZ;AB000ZQ800;AB000ZQ7ZP;AB000ZQ7ZO;AB000ZQ7ZN;AB000ZQ7ZM;AB000ZQ7ZL;AB000ZQ7ZK;AB000ZQ7ZJ;AB000ZQ7ZI;AB000ZQ7ZH,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium madagascariense,main,main
AB000VXT01,200,CP976_RS00810,GCF008705135.1,NZ_CP023694.1,165896,166499,1,116188,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_150478524.1,AB000VXT02;AB000VXT03;AB000VXT04;AB000VXT05;AB000VXT06;AB000VXT07;AB000VXT08;AB000VXT09;AB000VXT0A;AB000VXT0B;AB000VXT0C;AB000VXT0D;AB000VXT0E;AB000VXT0F;AB000VXT0G;AB000VXT00;AB000VXSZZ;AB000VXSZY;AB000VXSZX;AB000VXSZW;AB000VXSZV;AB000VXSZU;AB000VXSZT;AB000VXSZS;AB000VXSZR;AB000VXSZQ;AB000VXSZP;AB000VXSZO,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces coeruleorubidus,main,main
AB000BPUL5,217,Spa2297_RS02280,GCF001660045.1,NZ_CP015866.1,503556,504210,1,146923,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_064726295.1,AB000BPUL6;AB000BPUL7;AB000BPUL8;AB000BPUL9;AB000BPULA;AB000BPULB;AB000BPULC;AB000BPULD;AB000BPULE;AB000BPULF;AB000BPULG;AB000BPULH;AB000BPULI;AB000BPUL4;AB000BPUL3;AB000BPUL2;AB000BPUL1;AB000BPUL0;AB000BPUKZ;AB000BPUKY;AB000BPUKX;AB000BPUKW;AB000BPUKV;AB000BPUKU,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces parvulus,main,main
AB0007DZUF,229,GZL_RS07360,GCF000816025.1,NZ_CP003987.1,1775223,1775913,-1,1262452,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_052286574.1,AB0007DZUG;AB0007DZUH;AB0007DZUI;AB0007DZUJ;AB0007DZUK;AB0007DZUL;AB0007DZUM;AB0007DZUN;AB0007DZUO;AB0007DZUP;AB0007DZUQ;AB0007DZUE;AB0007DZUD;AB0007DZUC;AB0007DZUB;AB0007DZUA;AB0007DZU9;AB0007DZU8;AB0007DZU7;AB0007DZU6;AB0007DZU5;AB0007DZU4;AB0007DZU3,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. 769,main,main
AB000G83QL,177,STSP1_RS03560,GCF002117005.1,NZ_CP021023.1,962102,962636,1,1941349,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_077541882.1,AB000G83QM;AB000G83QN;AB000G83QO;AB000G83QP;AB000G83QQ;AB000G83QR;AB000G83QS;AB000G83QK;AB000G83QJ;AB000G83QI;AB000G83QH;AB000G83QG;AB000G83QF,Bacteria,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Sedimentisphaera,Sedimentisphaera salicampi,main,main
AB000F7CEJ,177,L21SP3_RS06625,GCF001997385.1,NZ_CP019633.1,1652505,1653039,1,1940790,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_077541882.1,AB000F7CEK;AB000F7CEL;AB000F7CEM;AB000F7CEN;AB000F7CEO;AB000F7CEP;AB000F7CEQ;AB000F7CEI;AB000F7CEH;AB000F7CEG;AB000F7CEF;AB000F7CEE;AB000F7CED,Bacteria,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Sedimentisphaera,Sedimentisphaera cyanobacteriorum,main,main
AB000B7EI5,213,A4E84_RS02465,GCF001611795.1,NZ_CP015098.1,556093,556735,1,1783515,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_062924953.1,AB000B7EI6;AB000B7EI7;AB000B7EI8;AB000B7EI9;AB000B7EIA;AB000B7EIB;AB000B7EIC;AB000B7EID;AB000B7EIE;AB000B7EIF;AB000B7EIG;AB000B7EI4;AB000B7EI3;AB000B7EI2;AB000B7EI1;AB000B7EI0;AB000B7EHZ;AB000B7EHY;AB000B7EHX;AB000B7EHW;AB000B7EHV,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces qaidamensis,main,main
AB000SARBX,224,E4K62_RS09860,GCF004564355.1,NZ_CP038266.1,2059505,2060180,-1,2541726,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_135066896.1,AB000SARBY;AB000SARBZ;AB000SARC0;AB000SARC1;AB000SARC2;AB000SARC3;AB000SARC4;AB000SARC5;AB000SARC6;AB000SARC7;AB000SARC8;AB000SARBW;AB000SARBV;AB000SARBU;AB000SARBT;AB000SARBS;AB000SARBR;AB000SARBQ;AB000SARBP;AB000SARBO,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium wangchenii,main,main
AB000XY8EM,201,FOB84_RS15620,GCF009730435.1,NZ_CP046320.1,3389326,3389932,1,2054,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_012833485.1,AB000XY8EN;AB000XY8EO;AB000XY8EP;AB000XY8EQ;AB000XY8ER;AB000XY8ES;AB000XY8ET;AB000XY8EU;AB000XY8EV;AB000XY8EW;AB000XY8EX;AB000XY8EL;AB000XY8EK;AB000XY8EJ;AB000XY8EI;AB000XY8EH;AB000XY8EG;AB000XY8EF;AB000XY8EE;AB000XY8ED;AB000XY8EC;AB000XY8EB,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia bronchialis,main,main
AB000294PH,201,GBRO_RS08100,GCF000024785.1,NC_013441.1,1720237,1720843,-1,526226,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_012833485.1,AB000294PI;AB000294PJ;AB000294PK;AB000294PL;AB000294PM;AB000294PN;AB000294PO;AB000294PP;AB000294PQ;AB000294PR;AB000294PS;AB000294PG;AB000294PF;AB000294PE;AB000294PD;AB000294PC;AB000294PB;AB000294PA;AB000294P9;AB000294P8;AB000294P7;AB000294P6,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia bronchialis,main,main
AB000W0VVB,224,F6J85_RS09565,GCF008727775.1,NZ_CP044232.1,2017829,2018504,-1,2614639,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_150924793.1,AB000W0VVC;AB000W0VVD;AB000W0VVE;AB000W0VVF;AB000W0VVG;AB000W0VVH;AB000W0VVI;AB000W0VVJ;AB000W0VVK;AB000W0VVL;AB000W0VVM;AB000W0VVA;AB000W0VV9;AB000W0VV8;AB000W0VV7;AB000W0VV6;AB000W0VV5;AB000W0VV4;AB000W0VV3,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium lushaniae,main,main
AB00047HN6,181,AEQSU_RS07925,GCF000265385.1,NC_018013.1,1708070,1708616,1,746697,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_014782343.1,AB00047HN7;AB00047HN8;AB00047HN9;AB00047HNA;AB00047HNB;AB00047HNC;AB00047HND;AB00047HNE;AB00047HNF;AB00047HNG;AB00047HN5;AB00047HN4;AB00047HN3;AB00047HN2;AB00047HN1;AB00047HN0;AB00047HMZ;AB00047HMY,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita sublithincola,main,main
AB000MSHS8,212,DMT42_RS02880,GCF003208035.1,NZ_CP029788.1,618190,618829,1,1885,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_110626294.1,AB000MSHS9;AB000MSHSA;AB000MSHSB;AB000MSHSC;AB000MSHSD;AB000MSHSE;AB000MSHSF;AB000MSHSG;AB000MSHSH;AB000MSHSI;AB000MSHS7;AB000MSHS6;AB000MSHS5;AB000MSHS4;AB000MSHS3;AB000MSHS2;AB000MSHS1;AB000MSHS0;AB000MSHRZ;AB000MSHRY,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces actuosus,main,main
