ID,length,locus_tag,assembly,accession,start,end,strand,taxid,feature,gene,product,protein_id,context,superkingdom,phylum,class,order,family,genus,species,replicon_type,replicon_name
AB000F9DYK,863,SMSP2_RS00460,GCF001999965.1,NZ_CP019646.1,123210,125802,1,1851148,CDS,clpB,ATP-dependent chaperone ClpB,WP_146682068.1,AB000F9DYL;AB000F9DYM;AB000F9DYN;AB000F9DYO;AB000F9DYP;AB000F9DYQ;AB000F9DYR;AB000F9DYJ;AB000F9DYI;AB000F9DYH;AB000F9DYG;AB000F9DYF;AB000F9DYE;AB000F9DYD;AB000F9DYC,Bacteria,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Limihaloglobus,Limihaloglobus sulfuriphilus,main,main
AB0014HI45,879,GOB94_RS09095,GCF014083945.1,NZ_CP046444.1,2171601,2174241,1,1617967,CDS,clpB,ATP-dependent chaperone ClpB,WP_182275634.1,AB0014HI46;AB0014HI47;AB0014HI48;AB0014HI49;AB0014HI4A;AB0014HI4B;AB0014HI4C;AB0014HI4D;AB0014HI4E;AB0014HI4F;AB0014HI44;AB0014HI43;AB0014HI42;AB0014HI41;AB0014HI40;AB0014HI3Z;AB0014HI3Y;AB0014HI3X;AB0014HI3W;AB0014HI3V,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella sp. 5B5,main,main
AB00153M1U,863,bsdcttw_RS01205,GCF014218355.1,NZ_AP023368.1,268111,270703,1,2736602,CDS,clpB,ATP-dependent chaperone ClpB,WP_185257641.1,AB00153M1V;AB00153M1W;AB00153M1X;AB00153M1Y;AB00153M1Z;AB00153M20;AB00153M21;AB00153M22;AB00153M1T;AB00153M1S;AB00153M1R;AB00153M1Q;AB00153M1P;AB00153M1O;AB00153M1N;AB00153M1M;AB00153M1L;AB00153M1K,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna sp. CTTW,main,main
AB000OE8ND,865,GsYM18_RS03270,GCF003574175.1,NZ_AP017912.1,680589,683187,1,35554,CDS,clpB,ATP-dependent chaperone ClpB,WP_010941319.1,AB000OE8NE;AB000OE8NF;AB000OE8NG;AB000OE8NH;AB000OE8NI;AB000OE8NJ;AB000OE8NK;AB000OE8NL;AB000OE8NM;AB000OE8NN;AB000OE8NO;AB000OE8NP;AB000OE8NQ;AB000OE8NR;AB000OE8NC;AB000OE8NB;AB000OE8NA;AB000OE8N9;AB000OE8N8;AB000OE8N7;AB000OE8N6;AB000OE8N5;AB000OE8N4;AB000OE8N3;AB000OE8N2,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sulfurreducens,main,main
AB000MSLD6,188,DMT42_RS26280,GCF003208035.1,NZ_CP029788.1,5622594,5623161,1,1885,CDS,,peptidase,WP_110630493.1,AB000MSLD7;AB000MSLD8;AB000MSLD9;AB000MSLDA;AB000MSLDB;AB000MSLDC;AB000MSLDD;AB000MSLDE;AB000MSLDF;AB000MSLDG;AB000MSLD5;AB000MSLD4;AB000MSLD3;AB000MSLD2;AB000MSLD1;AB000MSLD0;AB000MSLCZ;AB000MSLCY;AB000MSLCX;AB000MSLCW;AB000MSLCV;AB000MSLCU,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces actuosus,main,main
AB000BLXKJ,856,A8C75_RS01110,GCF001651805.1,NZ_CP015839.1,263446,266017,-1,1821621,CDS,clpB,ATP-dependent chaperone ClpB,WP_067376891.1,AB000BLXKK;AB000BLXKL;AB000BLXKM;AB000BLXKN;AB000BLXKO;AB000BLXKP;AB000BLXKQ;AB000BLXKR;AB000BLXKS;AB000BLXKT;AB000BLXKU;AB000BLXKI;AB000BLXKH;AB000BLXKG;AB000BLXKF;AB000BLXKE;AB000BLXKD;AB000BLXKC;AB000BLXKB;AB000BLXKA;AB000BLXK9,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium aestuarii,main,main
AB000314PJ,877,ACIX8_RS00235,GCF000178955.2,NC_016631.1,53002,55636,-1,682795,CDS,clpB,ATP-dependent chaperone ClpB,WP_014263290.1,AB000314PK;AB000314PL;AB000314PM;AB000314PN;AB000314PO;AB000314PP;AB000314PQ;AB000314PI;AB000314PH;AB000314PG;AB000314PF;AB000314PE;AB000314PD;AB000314PC;AB000314PB;AB000314PA;AB000314P9,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella mallensis,main,main
AB000R34NC,871,EOV40_RS08235,GCF004014775.2,NZ_CP042808.1,1783622,1786238,1,2500548,CDS,clpB,ATP-dependent chaperone ClpB,WP_050820141.1,AB000R34ND;AB000R34NE;AB000R34NF;AB000R34NG;AB000R34NH;AB000R34NI;AB000R34NJ;AB000R34NK;AB000R34NL;AB000R34NB;AB000R34NA;AB000R34N9;AB000R34N8;AB000R34N7;AB000R34N6;AB000R34N5;AB000R34N4;AB000R34N3;AB000R34N2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter oryzoeni,main,main
AB000250Q4,873,DESAL_RS07880,GCF000023445.1,NC_012881.1,1719952,1722574,-1,526222,CDS,clpB,ATP-dependent chaperone ClpB,WP_015851452.1,AB000250Q5;AB000250Q6;AB000250Q7;AB000250Q8;AB000250Q9;AB000250QA;AB000250QB;AB000250QC;AB000250QD;AB000250QE;AB000250Q3;AB000250Q2;AB000250Q1;AB000250Q0;AB000250PZ;AB000250PY;AB000250PX;AB000250PW;AB000250PV,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Maridesulfovibrio,Maridesulfovibrio salexigens,main,main
AB0003L0SC,869,ISOVA_RS01485,GCF000215105.1,NC_015588.1,315281,317891,1,743718,CDS,clpB,ATP-dependent chaperone ClpB,WP_013837495.1,AB0003L0SD;AB0003L0SE;AB0003L0SF;AB0003L0SG;AB0003L0SH;AB0003L0SI;AB0003L0SJ;AB0003L0SK;AB0003L0SL;AB0003L0SM;AB0003L0SN;AB0003L0SO;AB0003L0SB;AB0003L0SA;AB0003L0S9;AB0003L0S8;AB0003L0S7;AB0003L0S6;AB0003L0S5;AB0003L0S4;AB0003L0S3;AB0003L0S2,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Isoptericola,Isoptericola variabilis,main,main
AB000VOKM2,442,FNV82_RS08510,GCF008586845.1,NZ_CP041698.1,1817662,1818991,-1,1094,CDS,,AAA family ATPase,WP_149998118.1,AB000VOKM3;AB000VOKM4;AB000VOKM5;AB000VOKM6;AB000VOKM7;AB000VOKM8;AB000VOKM9;AB000VOKMA;AB000VOKMB;AB000VOKMC;AB000VOKMD;AB000VOKME;AB000VOKMF;AB000VOKMG;AB000VOKM1;AB000VOKM0;AB000VOKLZ;AB000VOKLY;AB000VOKLX;AB000VOKLW;AB000VOKLV;AB000VOKLU;AB000VOKLT;AB000VOKLS;AB000VOKLR;AB000VOKLQ,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium phaeovibrioides,main,main
AB00040G3X,867,AWO_RS12590,GCF000247605.1,NC_016894.1,2866933,2869537,-1,931626,CDS,clpB,ATP-dependent chaperone ClpB,WP_014356804.1,AB00040G3Y;AB00040G3Z;AB00040G40;AB00040G41;AB00040G42;AB00040G43;AB00040G44;AB00040G45;AB00040G46;AB00040G3W;AB00040G3V;AB00040G3U;AB00040G3T;AB00040G3S;AB00040G3R;AB00040G3Q;AB00040G3P;AB00040G3O,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium woodii,main,main
AB000QRZ3V,878,ELX43_RS11695,GCF004006015.1,NZ_CP034766.1,2469596,2472233,-1,2499145,CDS,clpB,ATP-dependent chaperone ClpB,WP_127783577.1,AB000QRZ3W;AB000QRZ3X;AB000QRZ3Y;AB000QRZ3Z;AB000QRZ40;AB000QRZ41;AB000QRZ42;AB000QRZ43;AB000QRZ44;AB000QRZ45;AB000QRZ46;AB000QRZ3U;AB000QRZ3T;AB000QRZ3S;AB000QRZ3R;AB000QRZ3Q;AB000QRZ3P;AB000QRZ3O;AB000QRZ3N;AB000QRZ3M;AB000QRZ3L;AB000QRZ3K;AB000QRZ3J,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. X156,main,main
AB0003FJI1,851,VAB18032_RS18260,GCF000204155.1,NC_015434.1,4125254,4127810,-1,263358,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_013734362.1,AB0003FJI2;AB0003FJI3;AB0003FJI4;AB0003FJI5;AB0003FJI6;AB0003FJI7;AB0003FJI8;AB0003FJI9;AB0003FJIA;AB0003FJIB;AB0003FJIC;AB0003FJI0;AB0003FJHZ;AB0003FJHY;AB0003FJHX;AB0003FJHW;AB0003FJHV;AB0003FJHU;AB0003FJHT;AB0003FJHS;AB0003FJHR;AB0003FJHQ;AB0003FJHP,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora maris,main,main
AB0012WMQ5,859,HMP09_RS11510,GCF013374115.1,NZ_AP022673.1,2581029,2583609,1,1517554,CDS,clpB,ATP-dependent chaperone ClpB,WP_176500481.1,AB0012WMQ6;AB0012WMQ7;AB0012WMQ8;AB0012WMQ9;AB0012WMQA;AB0012WMQB;AB0012WMQC;AB0012WMQ4;AB0012WMQ3;AB0012WMQ2;AB0012WMQ1;AB0012WMQ0;AB0012WMPZ;AB0012WMPY;AB0012WMPX;AB0012WMPW,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. HMP9,main,main
AB0015IPLA,861,HYC88_RS16330,GCF014495705.1,NZ_CP061072.1,3855497,3858083,-1,2750025,CDS,clpB,ATP-dependent chaperone ClpB,WP_073800061.1,AB0015IPLB;AB0015IPLC;AB0015IPLD;AB0015IPLE;AB0015IPLF;AB0015IPLG;AB0015IPLH;AB0015IPLI;AB0015IPLJ;AB0015IPLK;AB0015IPLL;AB0015IPL9;AB0015IPL8;AB0015IPL7;AB0015IPL6;AB0015IPL5;AB0015IPL4;AB0015IPL3;AB0015IPL2;AB0015IPL1;AB0015IPL0,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CB00271,main,main
AB0017LHMZ,869,DQN53_RS00010,GCF900475915.1,NZ_LS483427.1,998,3608,-1,28264,CDS,clpB,ATP-dependent chaperone ClpB,WP_013169441.1,AB0017LHN0;AB0017LHN1;AB0017LHN2;AB0017LHN3;AB0017LHN4;AB0017LHN5;AB0017LHN6;AB0017LHN7;AB0017LHN8;AB0017LHN9;AB0017LHMY;AB0017LJ2S;AB0017LJ2R;AB0017LJ2Q;AB0017LJ2P;AB0017LJ2O;AB0017LJ2N;AB0017LJ2M;AB0017LJ2L;AB0017LJ2K;AB0017LJ2J;AB0017LJ2I;AB0017LJ2H,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium haemolyticum,chromosome,1
AB000FIHNR,205,SHXM_RS21165,GCF002021875.1,NZ_CP018627.1,5000035,5000653,-1,1912,CDS,,peptidase,WP_107439346.1,AB000FIHNS;AB000FIHNT;AB000FIHNU;AB000FIHNV;AB000FIHNW;AB000FIHNX;AB000FIHNY;AB000FIHNZ;AB000FIHO0;AB000FIHNQ;AB000FIHNP;AB000FIHNO;AB000FIHNN;AB000FIHNM;AB000FIHNL;AB000FIHNK;AB000FIHNJ;AB000FIHNI;AB000FIHNH;AB000FIHNG,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces hygroscopicus,main,main
AB000ZNTB5,848,G6N58_RS04105,GCF010725885.1,NZ_AP022600.1,859730,862277,-1,39695,CDS,clpB,ATP-dependent chaperone ClpB,WP_115279618.1,AB000ZNTB6;AB000ZNTB7;AB000ZNTB8;AB000ZNTB9;AB000ZNTBA;AB000ZNTBB;AB000ZNTBC;AB000ZNTBD;AB000ZNTBE;AB000ZNTB4;AB000ZNTB3;AB000ZNTB2;AB000ZNTB1;AB000ZNTB0;AB000ZNTAZ;AB000ZNTAY;AB000ZNTAX;AB000ZNTAW;AB000ZNTAV,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium tokaiense,main,main
AB0004MN99,863,TH3_RS14955,GCF000300235.2,NZ_CP004388.1,3220250,3222842,-1,1123366,CDS,clpB,ATP-dependent chaperone ClpB,WP_007091111.1,AB0004MN9A;AB0004MN9B;AB0004MN9C;AB0004MN9D;AB0004MN9E;AB0004MN9F;AB0004MN9G;AB0004MN9H;AB0004MN98;AB0004MN97;AB0004MN96;AB0004MN95;AB0004MN94;AB0004MN93;AB0004MN92;AB0004MN91,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,Thalassospira xiamenensis,main,main
AB0014EVPX,874,H1343_RS15215,GCF014058705.1,NZ_CP059692.1,3156043,3158668,-1,2758041,CDS,clpB,ATP-dependent chaperone ClpB,WP_185983681.1,AB0014EVPY;AB0014EVPZ;AB0014EVQ0;AB0014EVQ1;AB0014EVQ2;AB0014EVQ3;AB0014EVQ4;AB0014EVQ5;AB0014EVQ6;AB0014EVPW;AB0014EVPV;AB0014EVPU;AB0014EVPT;AB0014EVPS;AB0014EVPR;AB0014EVPQ;AB0014EVPP;AB0014EVPO,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,Aureimonas mangrovi,main,main
AB00175GY9,851,CKW34_RS19695,GCF900187265.1,NZ_LT906450.1,4296255,4298811,-1,1829,CDS,clpB,ATP-dependent chaperone ClpB,WP_059384649.1,AB00175GYA;AB00175GYB;AB00175GYC;AB00175GYD;AB00175GYE;AB00175GYF;AB00175GYG;AB00175GYH;AB00175GYI;AB00175GYJ;AB00175GYK;AB00175GYL;AB00175GY8;AB00175GY7;AB00175GY6;AB00175GY5;AB00175GY4;AB00175GY3;AB00175GY2;AB00175GY1;AB00175GY0;AB00175GXZ;AB00175GXY;AB00175GXX;AB00175GXW,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus rhodochrous,chromosome,1
AB000RXUIH,872,HmaOT1_RS01985,GCF004328555.1,NZ_CP035510.1,57566,60185,1,195105,CDS,clpB,ATP-dependent chaperone ClpB,WP_035712607.1,AB000RXUII;AB000RXUIJ;AB000RXUIK;AB000RXUIL;AB000RXUIM;AB000RXUIN;AB000RXUIO;AB000RXUIP;AB000RXUIQ;AB000RXUIR;AB000RXUIG;AB000RXUIF;AB000RXUIE;AB000RXUID;AB000RXUIC;AB000RXUIB;AB000RXUIA;AB000RXUI9;AB000RXUI8;AB000RXUI7;AB000RXUI6;AB000RXUI5;AB000RXUI4;AB000RXUI3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Haematobacter,Haematobacter massiliensis,main,main
AB000TGT81,909,C1N80_RS12645,GCF005490785.1,NZ_CP027295.1,2812154,2814884,-1,2571029,CDS,clpB,ATP-dependent chaperone ClpB,WP_137771094.1,AB000TGT82;AB000TGT83;AB000TGT84;AB000TGT85;AB000TGT86;AB000TGT87;AB000TGT88;AB000TGT89;AB000TGT8A;AB000TGT8B;AB000TGT8C;AB000TGT8D;AB000TGT80;AB000TGT7Z;AB000TGT7Y;AB000TGT7X;AB000TGT7W;AB000TGT7V;AB000TGT7U,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. SGAir0954,main,main
AB000ZPBT9,848,G6N07_RS01020,GCF010728155.1,NZ_AP022605.1,220102,222649,1,126673,CDS,clpB,ATP-dependent chaperone ClpB,WP_085189481.1,AB000ZPBTA;AB000ZPBTB;AB000ZPBTC;AB000ZPBTD;AB000ZPBTE;AB000ZPBTF;AB000ZPBTG;AB000ZPBTH;AB000ZPBTI;AB000ZPBTJ;AB000ZPBT8;AB000ZPBT7;AB000ZPBT6;AB000ZPBT5;AB000ZPBT4;AB000ZPBT3;AB000ZPBT2;AB000ZPBT1;AB000ZPBT0;AB000ZPBSZ;AB000ZPBSY;AB000ZPBSX;AB000ZPBSW,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium doricum,main,main
AB000XKDSS,849,GCE86_RS06765,GCF009671205.1,NZ_CP045309.1,1499168,1501718,1,1914461,CDS,,AAA domain-containing protein,WP_154230366.1,AB000XKDST;AB000XKDSU;AB000XKDSV;AB000XKDSW;AB000XKDSX;AB000XKDSY;AB000XKDSZ;AB000XKDT0;AB000XKDT1;AB000XKDT2;AB000XKDT3;AB000XKDT4;AB000XKDSR;AB000XKDSQ;AB000XKDSP;AB000XKDSO;AB000XKDSN;AB000XKDSM;AB000XKDSL;AB000XKDSK;AB000XKDSJ;AB000XKDSI;AB000XKDSH;AB000XKDSG,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora terminaliae,main,main
AB000JSGYR,862,HVS_RS04215,GCF002844395.1,NZ_CP025197.1,937150,939739,1,1677857,CDS,clpB,ATP-dependent chaperone ClpB,WP_101299556.1,AB000JSGYS;AB000JSGYT;AB000JSGYU;AB000JSGYV;AB000JSGYW;AB000JSGYX;AB000JSGYY;AB000JSGYZ;AB000JSGZ0;AB000JSGZ1;AB000JSGZ2;AB000JSGYQ;AB000JSGYP;AB000JSGYO;AB000JSGYN;AB000JSGYM;AB000JSGYL,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio saccincola,main,main
AB000IAUUY,863,ALGA_RS15805,GCF002356295.1,NZ_AP018042.1,4010429,4013021,1,1717717,CDS,clpB,ATP-dependent chaperone ClpB,WP_096433693.1,AB000IAUUZ;AB000IAUV0;AB000IAUV1;AB000IAUV2;AB000IAUV3;AB000IAUV4;AB000IAUV5;AB000IAUUX;AB000IAUUW;AB000IAUUV;AB000IAUUU;AB000IAUUT;AB000IAUUS;AB000IAUUR;AB000IAUUQ,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinifilaceae,Labilibaculum,Labilibaculum antarcticum,main,main
AB000TQRG3,870,FFI71_RS02490,GCF005937905.2,NZ_CP042175.1,524905,527518,-1,2578113,CDS,clpB,ATP-dependent chaperone ClpB,WP_144596275.1,AB000TQRG4;AB000TQRG5;AB000TQRG6;AB000TQRG7;AB000TQRG8;AB000TQRG9;AB000TQRGA;AB000TQRGB;AB000TQRGC;AB000TQRGD;AB000TQRGE;AB000TQRGF;AB000TQRGG;AB000TQRGH;AB000TQRG2;AB000TQRG1;AB000TQRG0;AB000TQRFZ;AB000TQRFY;AB000TQRFX;AB000TQRFW;AB000TQRFV;AB000TQRFU;AB000TQRFT;AB000TQRFS;AB000TQRFR;AB000TQRFQ,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. KBS0725,main,main
AB00031L93,874,RUMAL_RS00435,GCF000179635.2,NC_014833.1,78508,81133,1,697329,CDS,clpB,ATP-dependent chaperone ClpB,WP_013496840.1,AB00031L94;AB00031L95;AB00031L96;AB00031L97;AB00031L98;AB00031L99;AB00031L9A;AB00031L9B;AB00031L92;AB00031L91;AB00031L90;AB00031L8Z;AB00031L8Y;AB00031L8X;AB00031L8W;AB00031L8V;AB00031L8U;AB00031L8T,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus albus,main,main
AB0004QXI8,880,NOS7107_RS08795,GCF000316625.1,NC_019676.1,2033078,2035721,1,317936,CDS,clpB,ATP-dependent chaperone ClpB,WP_015112623.1,AB0004QXI9;AB0004QXIA;AB0004QXIB;AB0004QXIC;AB0004QXID;AB0004QXIE;AB0004QXIF;AB0004QXIG;AB0004QXIH;AB0004QXI7;AB0004QXI6;AB0004QXI5;AB0004QXI4;AB0004QXI3;AB0004QXI2;AB0004QXI1;AB0004QXI0;AB0004QXHZ;AB0004QXHY;AB0004QXHX;AB0004QXHW,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7107,main,main
AB001237TS,858,HQR01_RS01750,GCF013260645.1,NZ_CP053921.1,338371,340948,-1,2739433,CDS,clpB,ATP-dependent chaperone ClpB,WP_173212082.1,AB001237TT;AB001237TU;AB001237TV;AB001237TW;AB001237TX;AB001237TR;AB001237TQ;AB001237TP;AB001237TO;AB001237TN;AB001237TM,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter mangrovi,main,main
AB000OFOO8,848,JK2ML_RS14055,GCF003584725.1,NZ_AP014567.1,2963138,2965685,-1,1008298,CDS,clpB,ATP-dependent chaperone ClpB,WP_010908927.1,AB000OFOO9;AB000OFOOA;AB000OFOOB;AB000OFOOC;AB000OFOOD;AB000OFOOE;AB000OFOOF;AB000OFOO7;AB000OFOO6;AB000OFOO5;AB000OFOO4;AB000OFOO3;AB000OFOO2;AB000OFOO1;AB000OFOO0;AB000OFONZ;AB000OFONY;AB000OFONX;AB000OFONW;AB000OFONV,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium leprae,main,main
AB001071UL,850,G8C36_RS04990,GCF011290605.1,NZ_CP049836.1,1136440,1138993,1,2055,CDS,clpB,ATP-dependent chaperone ClpB,WP_078112701.1,AB001071UM;AB001071UN;AB001071UO;AB001071UP;AB001071UQ;AB001071UR;AB001071US;AB001071UT;AB001071UU;AB001071UV;AB001071UK;AB001071UJ;AB001071UI;AB001071UH;AB001071UG;AB001071UF;AB001071UE;AB001071UD,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,main,main
AB0002O635,850,KTR9_RS21490,GCF000143885.2,NC_018581.1,4645821,4648374,-1,337191,CDS,clpB,ATP-dependent chaperone ClpB,WP_010844726.1,AB0002O636;AB0002O637;AB0002O638;AB0002O639;AB0002O63A;AB0002O63B;AB0002O63C;AB0002O63D;AB0002O634;AB0002O633;AB0002O632;AB0002O631;AB0002O630;AB0002O62Z;AB0002O62Y;AB0002O62X;AB0002O62W;AB0002O62V,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia sp. KTR9,main,main
AB000M4X85,866,DCY11_RS10040,GCF003071365.1,NZ_CP028960.1,2143712,2146313,1,2170729,CDS,clpB,ATP-dependent chaperone ClpB,WP_108682774.1,AB000M4X86;AB000M4X87;AB000M4X88;AB000M4X89;AB000M4X8A;AB000M4X8B;AB000M4X8C;AB000M4X8D;AB000M4X8E;AB000M4X84;AB000M4X83;AB000M4X82;AB000M4X81;AB000M4X80;AB000M4X7Z;AB000M4X7Y;AB000M4X7X;AB000M4X7W,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,Methyloceanibacter sp. wino2,main,main
AB001623FV,868,IG197_RS19760,GCF014843375.1,NZ_CP062112.1,4016179,4018786,1,2774562,CDS,clpB,ATP-dependent chaperone ClpB,WP_192314477.1,AB001623FW;AB001623FX;AB001623FY;AB001623FZ;AB001623G0;AB001623G1;AB001623G2;AB001623G3;AB001623G4;AB001623G5;AB001623FU;AB001623FT;AB001623FS;AB001623FR;AB001623FQ;AB001623FP;AB001623FO;AB001623FN;AB001623FM,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aminobacter,Aminobacter sp. SR38,main,main
AB000IAEIQ,1002,NIES970_RS01330,GCF002356215.1,NZ_AP017959.1,287318,290327,-1,1827144,CDS,clpB,ATP-dependent chaperone ClpB,WP_096415730.1,AB000IAEIR;AB000IAEIS;AB000IAEIT;AB000IAEIU;AB000IAEIV;AB000IAEIW;AB000IAEIX;AB000IAEIY;AB000IAEIZ;AB000IAEJ0;AB000IAEJ1;AB000IAEIP;AB000IAEIO;AB000IAEIN;AB000IAEIM;AB000IAEIL;AB000IAEIK;AB000IAEIJ;AB000IAEII;AB000IAEIH;AB000IAEIG,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. NIES-970,main,main
AB000PFNS0,187,EES41_RS24440,GCF003721495.1,NZ_CP033581.1,5435391,5435955,-1,1522758,CDS,,peptidase,WP_123080328.1,AB000PFNS1;AB000PFNS2;AB000PFNS3;AB000PFNS4;AB000PFNS5;AB000PFNS6;AB000PFNS7;AB000PFNS8;AB000PFNS9;AB000PFNSA;AB000PFNSB;AB000PFNSC;AB000PFNRZ;AB000PFNRY;AB000PFNRX;AB000PFNRW;AB000PFNRV;AB000PFNRU;AB000PFNRT;AB000PFNRS;AB000PFNRR;AB000PFNRQ;AB000PFNRP,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. ADI95-16,main,main
AB000QRZQ7,854,ELX43_RS15690,GCF004006015.1,NZ_CP034766.1,3323562,3326127,-1,2499145,CDS,clpB,ATP-dependent chaperone ClpB,WP_127784227.1,AB000QRZQ8;AB000QRZQ9;AB000QRZQA;AB000QRZQB;AB000QRZQC;AB000QRZQD;AB000QRZQE;AB000QRZQF;AB000QRZQ6;AB000QRZQ5;AB000QRZQ4;AB000QRZQ3;AB000QRZQ2;AB000QRZQ1;AB000QRZQ0;AB000QRZPZ;AB000QRZPY;AB000QRZPX;AB000QRZPW;AB000QRZPV,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. X156,main,main
AB000WRA4I,864,YIM_RS46760,GCF009429145.1,NZ_CP045480.1,10033407,10036002,-1,2653857,CDS,clpB,ATP-dependent chaperone ClpB,WP_153036441.1,AB000WRA4J;AB000WRA4K;AB000WRA4L;AB000WRA4M;AB000WRA4N;AB000WRA4O;AB000WRA4P;AB000WRA4Q;AB000WRA4R;AB000WRA4H;AB000WRA4G;AB000WRA4F;AB000WRA4E;AB000WRA4D;AB000WRA4C;AB000WRA4B;AB000WRA4A;AB000WRA49;AB000WRA48;AB000WRA47,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis sp. YIM 10,main,main
AB0003QTSK,870,F11_RS03855,GCF000225955.1,NC_017584.1,882808,885421,1,1036743,CDS,clpB,ATP-dependent chaperone ClpB,WP_011388511.1,AB0003QTSL;AB0003QTSM;AB0003QTSN;AB0003QTSO;AB0003QTSP;AB0003QTSQ;AB0003QTSR;AB0003QTSS;AB0003QTSJ;AB0003QTSI;AB0003QTSH;AB0003QTSG;AB0003QTSF;AB0003QTSE;AB0003QTSD;AB0003QTSC,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum rubrum,main,main
