molecule;gene;target;start;end;strand
AB0002JIK0;clpB;T;9450746;9453386;1
AB0002JIK0;.;F;9452066.0;9452066.0;1
AB0002JIK0;trxA;F;9453382;9453841;1
AB0002JIK0;UBP-type zinc finger domain-containing protein;F;9453847;9454111;1
AB0002JIK0;FAD-dependent oxidoreductase;F;9454110;9455892;1
AB0002JIK0;Hsp20/alpha crystallin family protein;F;9455955;9456453;1
AB0002JIK0;DUF2267 domain-containing protein;F;9456686;9457079;1
AB0002JIK0;DUF1931 family protein;F;9457242;9457485;-1
AB0002JIK0;hypothetical protein;F;9457890;9459012;1
AB0002JIK0;FAD-dependent oxidoreductase;F;9459239;9460340;-1
AB0002JIK0;alcohol dehydrogenase catalytic domain-containing protein;F;9461152;9461535;1
AB0002JIK0;family 43 glycosylhydrolase;F;9461633;9463064;-1
AB0002JIK0;MerR family transcriptional regulator;F;9450348;9450756;1
AB0002JIK0;J domain-containing protein;F;9449395;9450349;1
AB0002JIK0;nucleotide exchange factor GrpE;F;9448771;9449389;1
AB0002JIK0;dnaK;F;9446854;9448762;1
AB0002JIK0;hypothetical protein;F;9446314;9446803;1
AB0002JIK0;helix-turn-helix domain-containing protein;F;9444315;9446094;-1
AB0002JIK0;acyl-CoA dehydrogenase family protein;F;9442799;9443978;1
AB0002JIK0;ferredoxin;F;9442318;9442696;1
AB0002JIK0;hypothetical protein;F;9441792;9442155;-1
AB0002JIK0;4-hydroxybenzoate 3-monooxygenase;F;9440444;9441635;1
AB000PQOQ8;p: 4-hydroxybenzoate 3-monooxygenase;T;685692;688212;1
AB000PQOQ8;.;F;686952.0;686952.0;1
AB000PQOQ8;nucleoside deaminase;F;688287;688719;-1
AB000PQOQ8;hypothetical protein;F;688752;689271;-1
AB000PQOQ8;50S ribosomal protein L25/general stress protein Ctc;F;689476;690115;-1
AB000PQOQ8;ribose-phosphate pyrophosphokinase;F;690162;691101;-1
AB000PQOQ8;G-D-S-L family lipolytic protein;F;691190;692678;-1
AB000PQOQ8;outer membrane protein transport protein;F;692692;693922;-1
AB000PQOQ8;hypothetical protein;F;694316;695633;1
AB000PQOQ8;gliding motility lipoprotein GldH;F;695619;696089;1
AB000PQOQ8;transglycosylase domain-containing protein;F;696097;698479;1
AB000PQOQ8;uroporphyrinogen decarboxylase;F;685316;685535;-1
AB000PQOQ8;glycosyltransferase;F;684209;685307;-1
AB000PQOQ8;SufE family protein;F;683753;684170;-1
AB000PQOQ8;glycosyltransferase family 9 protein;F;682788;683751;-1
AB000PQOQ8;mannose-1-phosphate guanylyltransferase;F;681684;682737;1
AB000PQOQ8;transcription elongation protein SprT;F;681061;681652;1
AB000PQOQ8;TolC family protein;F;679672;681013;1
AB000PQOQ8;hypothetical protein;F;679239;679632;1
AB000PQOQ8;spore maturation protein;F;677816;679220;1
AB000PQOQ8;PA0069 family radical SAM protein;F;676674;677718;1
AB000PQOQ8;hypothetical protein;F;676356;676551;1
AB000PQOQ8;S9 family peptidase;F;674104;676219;-1
AB0010Y5VD;clpB;T;692112;694755;1
AB0010Y5VD;.;F;693433.5;693433.5;1
AB0010Y5VD;trxA;F;694760;695210;1
AB0010Y5VD;metallophosphoesterase family protein;F;695300;696101;-1
AB0010Y5VD;helix-turn-helix domain-containing protein;F;696169;696958;-1
AB0010Y5VD;5-dehydro-4-deoxyglucarate dehydratase;F;697064;698024;1
AB0010Y5VD;gluconate permease;F;698153;699491;1
AB0010Y5VD;gudD;F;699569;700904;1
AB0010Y5VD;sthA;F;700986;702390;1
AB0010Y5VD;FtsX-like permease family protein;F;702484;705055;-1
AB0010Y5VD;MerR family transcriptional regulator;F;691726;692122;1
AB0010Y5VD;DnaJ domain-containing protein;F;690752;691730;1
AB0010Y5VD;nucleotide exchange factor GrpE;F;690227;690746;1
AB0010Y5VD;dnaK;F;688313;690218;1
AB0010Y5VD;transcriptional regulator;F;686185;687967;-1
AB0010Y5VD;threonylcarbamoyl-AMP synthase;F;685537;686158;1
AB0010Y5VD;hypothetical protein;F;685186;685426;-1
AB0010Y5VD;hypothetical protein;F;684809;685187;-1
AB0010Y5VD;alcohol dehydrogenase catalytic domain-containing protein;F;683547;684582;-1
AB0010Y5VD;DHA2 family efflux MFS transporter permease subunit;F;681988;683377;-1
AB0010YD5E;clpB;T;-11157471;-11154831;1
AB0010YD5E;.;F;-11156151.0;-11156151.0;1
AB0010YD5E;MerR family transcriptional regulator;F;-11157869;-11157461;1
AB0010YD5E;DnaJ domain-containing protein;F;-11158819;-11157865;1
AB0010YD5E;grpE;F;-11159437;-11158825;1
AB0010YD5E;dnaK;F;-11161351;-11159445;1
AB0010YD5E;transcriptional regulator;F;-11163415;-11161693;-1
AB0010YD5E;DUF2267 domain-containing protein;F;-11164208;-11163743;1
AB0010YD5E;DUF2267 domain-containing protein;F;-11164711;-11164315;1
AB0010YD5E;Hsp20 family protein;F;-11165241;-11164809;1
AB0010YD5E;type III effector protein;F;-11166022;-11165368;-1
AB0010YD5E;SpoIIE family protein phosphatase;F;-11168748;-11166574;-1
AB0010YD5E;trxA;F;-11154835;-11154388;1
AB0010YD5E;UBP-type zinc finger domain-containing protein;F;-11154383;-11154119;1
AB0010YD5E;FAD-dependent oxidoreductase;F;-11154120;-11152332;1
AB0010YD5E;SMI1/KNR4 family protein;F;-11150894;-11148998;1
AB0010YD5E;hypothetical protein;F;-11148658;-11148505;1
AB0010YD5E;hypothetical protein;F;-11148341;-11148131;-1
AB0010YD5E;hypothetical protein;F;-11147834;-11147438;-1
AB0010YD5E;hypothetical protein;F;-11147112;-11146815;1
AB0010YD5E;hypothetical protein;F;-11146783;-11145736;1
AB0010YD5E;hypothetical protein;F;-11145648;-11144769;1
AB000Z652R;p: hypothetical protein;T;-920488;-917989;1
AB000Z652R;.;F;-919238.5;-919238.5;1
AB000Z652R;uroporphyrinogen decarboxylase;F;-920875;-920629;-1
AB000Z652R;SufE family protein;F;-921296;-920876;-1
AB000Z652R;glycosyltransferase family 9 protein;F;-922273;-921295;-1
AB000Z652R;ferric siderophore ABC transporter substrate-binding protein;F;-923278;-922414;1
AB000Z652R;biopolymer transporter ExbD;F;-923714;-923315;1
AB000Z652R;MotA/TolQ/ExbB proton channel family protein;F;-924399;-923718;1
AB000Z652R;rodA;F;-925774;-924553;1
AB000Z652R;peptidoglycan glycosyltransferase;F;-927820;-925795;1
AB000Z652R;TonB-dependent receptor;F;-930120;-928026;1
AB000Z652R;TatD family hydrolase;F;-931011;-930390;1
AB000Z652R;DUF3127 domain-containing protein;F;-917893;-917500;-1
AB000Z652R;tRNA-Leu;F;-917356;-917274;1
AB000Z652R;tRNA-Gly;F;-917268;-917195;1
AB000Z652R;tRNA-Leu;F;-917155;-917071;1
AB000Z652R;DUF2147 domain-containing protein;F;-916834;-916420;-1
AB000Z652R;rnr;F;-916286;-914132;1
AB000Z652R;acetate kinase;F;-913814;-912608;-1
AB000Z652R;pta;F;-912561;-910482;-1
AB000Z652R;choice-of-anchor J domain-containing protein;F;-910167;-905787;-1
AB0015OY1B;clpB;T;7650986;7653626;1
AB0015OY1B;.;F;7652306.0;7652306.0;1
AB0015OY1B;trxA;F;7653622;7654069;1
AB0015OY1B;UBP-type zinc finger domain-containing protein;F;7654074;7654338;1
AB0015OY1B;FAD-dependent oxidoreductase;F;7654337;7656152;1
AB0015OY1B;glucose 1-dehydrogenase;F;7656820;7657594;1
AB0015OY1B;radical SAM protein;F;7657655;7659683;-1
AB0015OY1B;aldo/keto reductase;F;7659767;7660664;-1
AB0015OY1B;GMC family oxidoreductase N-terminal domain-containing protein;F;7660723;7662220;-1
AB0015OY1B;adenosine kinase;F;7662216;7663152;-1
AB0015OY1B;HAD family phosphatase;F;7663280;7664078;-1
AB0015OY1B;MerR family transcriptional regulator;F;7650588;7650996;1
AB0015OY1B;J domain-containing protein;F;7649638;7650592;1
AB0015OY1B;grpE;F;7649023;7649632;1
AB0015OY1B;dnaK;F;7647116;7649015;1
AB0015OY1B;helix-turn-helix domain-containing protein;F;7645058;7646840;-1
AB0015OY1B;LysR family transcriptional regulator;F;7644080;7644971;1
AB0015OY1B;MFS transporter;F;7642626;7643820;-1
AB0015OY1B;aldo/keto reductase;F;7641678;7642524;-1
AB0015OY1B;uvrA;F;7639134;7641603;1
AB0004YOH5;clpB;T;-2391051;-2388411;1
AB0004YOH5;.;F;-2389731.0;-2389731.0;1
AB0004YOH5;MerR family transcriptional regulator;F;-2391338;-2391041;1
AB0004YOH5;J domain-containing protein;F;-2392351;-2391412;1
AB0004YOH5;nucleotide exchange factor GrpE;F;-2392942;-2392357;1
AB0004YOH5;dnaK;F;-2394857;-2392952;1
AB0004YOH5;glycine zipper family protein;F;-2395466;-2394938;1
AB0004YOH5;type 1 glutamine amidotransferase;F;-2396469;-2395902;1
AB0004YOH5;DUF1931 family protein;F;-2397096;-2396646;1
AB0004YOH5;aldo/keto reductase;F;-2398288;-2397442;1
AB0004YOH5;DUF2267 domain-containing protein;F;-2398899;-2398518;1
AB0004YOH5;helix-turn-helix domain-containing protein;F;-2400965;-2399183;1
AB0004YOH5;trxA;F;-2388415;-2387968;1
AB0004YOH5;UBP-type zinc finger domain-containing protein;F;-2387963;-2387699;1
AB0004YOH5;FAD-dependent oxidoreductase;F;-2387700;-2385888;1
AB0004YOH5;DUF2236 domain-containing protein;F;-2385712;-2384845;1
AB0004YOH5;NAD(P)/FAD-dependent oxidoreductase;F;-2384791;-2383228;1
AB0004YOH5;serine hydrolase;F;-2383213;-2381425;-1
AB0004YOH5;nitronate monooxygenase;F;-2381262;-2380408;1
AB0004YOH5;acyl-CoA synthetase;F;-2380161;-2378652;1
AB000ZQS1L;clpB;T;-4878227;-4875602;1
AB000ZQS1L;.;F;-4876914.5;-4876914.5;1
AB000ZQS1L;MerR family transcriptional regulator;F;-4878529;-4878208;1
AB000ZQS1L;DnaJ domain-containing protein;F;-4879455;-4878525;1
AB000ZQS1L;nucleotide exchange factor GrpE;F;-4879986;-4879461;1
AB000ZQS1L;dnaK;F;-4881876;-4879992;1
AB000ZQS1L;hypothetical protein;F;-4883136;-4882131;1
AB000ZQS1L;MmoB/DmpM family protein;F;-4883444;-4883132;1
AB000ZQS1L;Rieske 2Fe-2S domain-containing protein;F;-4883707;-4883440;1
AB000ZQS1L;hypothetical protein;F;-4884002;-4883765;1
AB000ZQS1L;toluene monooxygenase;F;-4885416;-4884012;1
AB000ZQS1L;MEDS domain-containing protein;F;-4886147;-4885460;1
AB000ZQS1L;helix-turn-helix domain-containing protein;F;-4888195;-4886488;-1
AB000ZQS1L;trxA;F;-4875589;-4875139;1
AB000ZQS1L;UBP-type zinc finger domain-containing protein;F;-4875143;-4874876;1
AB000ZQS1L;FAD-dependent oxidoreductase;F;-4874868;-4873170;1
AB000ZQS1L;hypothetical protein;F;-4873004;-4871975;1
AB000ZQS1L;Hsp20/alpha crystallin family protein;F;-4871742;-4871280;1
AB000ZQS1L;DUF1931 family protein;F;-4871105;-4870652;-1
AB000ZQS1L;HdeD family acid-resistance protein;F;-4870515;-4869834;-1
AB000ZQS1L;glutamate decarboxylase;F;-4869376;-4867993;1
AB000ZQS1L;hypothetical protein;F;-4867989;-4867689;1
AB000ZQS1L;glucose-6-phosphate dehydrogenase;F;-4867693;-4866127;1
AB000ZQS1L;hypothetical protein;F;-4865938;-4865455;-1
AB0014HB3O;p: hypothetical protein;T;6708475;6709039;1
AB0014HB3O;.;F;6708757.0;6708757.0;1
AB0014HB3O;PadR family transcriptional regulator;F;6709044;6710187;-1
AB0014HB3O;DUF4097 family beta strand repeat protein;F;6710188;6711169;-1
AB0014HB3O;hypothetical protein;F;6711318;6712179;1
AB0014HB3O;hypothetical protein;F;6712291;6712471;-1
AB0014HB3O;fxsA;F;6712682;6712877;1
AB0014HB3O;FxsB family radical SAM/SPASM domain protein;F;6713020;6714256;1
AB0014HB3O;HEXXH motif domain-containing protein;F;6714252;6715746;1
AB0014HB3O;toll/interleukin-1 receptor domain-containing protein;F;6715953;6718965;1
AB0014HB3O;HTH domain-containing protein;F;6708266;6708476;1
AB0014HB3O;zinc-binding dehydrogenase;F;6707164;6708130;1
AB0014HB3O;NADP-dependent malic enzyme;F;6705341;6706565;1
AB0014HB3O;ABC transporter substrate-binding protein;F;6703729;6704689;-1
AB0014HB3O;amino acid ABC transporter permease;F;6702752;6703691;-1
AB0014HB3O;amino acid ABC transporter ATP-binding protein;F;6701982;6702735;-1
AB0014HB3O;ABC transporter permease;F;6700596;6701880;1
AB0014HB3O;ABC transporter ATP-binding protein;F;6699886;6700600;1
AB0014HB3O;HlyD family efflux transporter periplasmic adaptor subunit;F;6698705;6699890;1
AB0014HB3O;hypothetical protein;F;6697791;6698709;1
AB0002G20K;clpB;T;1262776;1265356;1
AB0002G20K;.;F;1264066.0;1264066.0;1
AB0002G20K;ilvD;F;1265603;1267433;1
AB0002G20K;hypothetical protein;F;1267650;1268082;1
AB0002G20K;rlmKL;F;1268100;1270305;-1
AB0002G20K;aspartate carbamoyltransferase catalytic subunit;F;1270607;1271624;1
AB0002G20K;amidohydrolase family protein;F;1271627;1272872;1
AB0002G20K;hypothetical protein;F;1273020;1274040;1
AB0002G20K;Rossmann-like and DUF2520 domain-containing protein;F;1274133;1274916;1
AB0002G20K;class I SAM-dependent methyltransferase;F;1274946;1275615;1
AB0002G20K;GNAT family N-acetyltransferase;F;1262025;1262451;1
AB0002G20K;OsmC family protein;F;1261494;1261920;1
AB0002G20K;crp;F;1260644;1261349;-1
AB0002G20K;NADP(H)-dependent aldo-keto reductase;F;1259437;1260484;-1
AB0002G20K;M48 family metallopeptidase;F;1258604;1259384;1
AB0002G20K;hypothetical protein;F;1258177;1258489;1
AB0002G20K;adenylosuccinate synthase;F;1256742;1258062;1
AB0002G20K;ATP phosphoribosyltransferase regulatory subunit;F;1255510;1256677;1
AB0002G20K;aldehyde dehydrogenase;F;1254292;1255315;1
AB0002G20K;alaS;F;1251195;1253832;-1
AB000U7V75;clpB;T;7938057;7940697;1
AB000U7V75;.;F;7939377.0;7939377.0;1
AB000U7V75;trxA;F;7940693;7941140;1
AB000U7V75;UBP-type zinc finger domain-containing protein;F;7941145;7941409;1
AB000U7V75;FAD-dependent oxidoreductase;F;7941408;7943223;1
AB000U7V75;aspartate 1-decarboxylase;F;7943366;7943786;1
AB000U7V75;N-acetyltransferase;F;7943820;7944171;1
AB000U7V75;gndA;F;7944703;7946143;-1
AB000U7V75;transglycosylase family protein;F;7946429;7947563;1
AB000U7V75;DMT family transporter;F;7947552;7948692;-1
AB000U7V75;(2Fe-2S)-binding protein;F;7948902;7949646;1
AB000U7V75;glgA;F;7949685;7950840;1
AB000U7V75;MerR family transcriptional regulator;F;7937659;7938067;1
AB000U7V75;DnaJ domain-containing protein;F;7936709;7937663;1
AB000U7V75;nucleotide exchange factor GrpE;F;7936100;7936703;1
AB000U7V75;dnaK;F;7934190;7936092;1
AB000U7V75;helix-turn-helix domain-containing protein;F;7932152;7933964;-1
AB000U7V75;uvrA;F;7929640;7932109;1
AB000U7V75;hypothetical protein;F;7928372;7929464;-1
AB000U7V75;DUF2071 domain-containing protein;F;7927579;7928308;-1
AB0001K22X;clpB;T;59973;62580;1
AB0001K22X;.;F;61276.5;61276.5;1
AB0001K22X;purine/pyrimidine phosphoribosyl transferase;F;63137;63920;1
AB0001K22X;Crp/Fnr family transcriptional regulator;F;63954;64674;-1
AB0001K22X;YfdX family protein;F;64833;65763;-1
AB0001K22X;BON domain-containing protein;F;65945;66608;1
AB0001K22X;sensor histidine kinase;F;66681;67419;1
AB0001K22X;hypothetical protein;F;67415;68075;1
AB0001K22X;DUF308 domain-containing protein;F;68105;68705;1
AB0001K22X;response regulator;F;68863;69241;-1
AB0001K22X;hypothetical protein;F;69498;69753;1
AB0001K22X;gamma-glutamyl-gamma-aminobutyrate hydrolase family protein;F;70123;70885;-1
AB0001K22X;ATP-grasp domain-containing protein;F;70889;72266;-1
AB0001K22X;2,3-diphosphoglycerate-dependent phosphoglycerate mutase;F;72273;72978;-1
AB0001K22X;nucleotide exchange factor GrpE;F;59361;59904;1
AB0001K22X;dnaK;F;57447;59307;1
AB0001K22X;hypothetical protein;F;57256;57427;1
AB0001K22X;HAMP domain-containing histidine kinase;F;56077;57106;-1
AB0001K22X;hypothetical protein;F;54164;55763;1
AB0001K22X;hypothetical protein;F;53655;54105;1
AB0001K22X;RNA polymerase factor sigma-32;F;52634;53639;1
AB0001K22X;pdhA;F;51522;52488;1
AB0001K22X;DUF1318 domain-containing protein;F;51137;51455;1
AB0001K22X;universal stress protein;F;50239;51070;1
AB0001K22X;MerR family transcriptional regulator;F;49749;50070;1
AB00033RBT;p: MerR family transcriptional regulator;T;1047164;1049708;1
AB00033RBT;.;F;1048436.0;1048436.0;1
AB00033RBT;CRISPR;F;1049960;1050183;1
AB00033RBT;hypothetical protein;F;1050554;1050893;-1
AB00033RBT;hypothetical protein;F;1050834;1052232;-1
AB00033RBT;tRNA-Pro;F;1052261;1052339;1
AB00033RBT;waaF;F;1052404;1053397;1
AB00033RBT;methionine adenosyltransferase;F;1053447;1054644;1
AB00033RBT;thioredoxin domain-containing protein;F;1054664;1056557;-1
AB00033RBT;KamA family radical SAM protein;F;1056598;1057630;-1
AB00033RBT;hypothetical protein;F;1057626;1058379;-1
AB00033RBT;MBL fold metallo-hydrolase;F;1058413;1059160;1
AB00033RBT;hypothetical protein;F;1059187;1059463;1
AB00033RBT;secA;F;1059515;1062125;1
AB00033RBT;MerR family transcriptional regulator;F;1046780;1047149;1
AB00033RBT;rfaD;F;1045735;1046680;1
AB00033RBT;hypothetical protein;F;1045454;1045736;1
AB00033RBT;3-dehydroquinate synthase II;F;1044407;1045415;1
AB00033RBT;YggS family pyridoxal phosphate-dependent enzyme;F;1043709;1044396;1
AB00033RBT;hypothetical protein;F;1042640;1043720;1
AB00033RBT;PaaI family thioesterase;F;1042236;1042644;1
AB00033RBT;polX;F;1040462;1042190;-1
AB00033RBT;Hsp20/alpha crystallin family protein;F;1039879;1040386;-1
AB00033RBT;radical SAM protein;F;1038118;1039780;-1
AB00033RBT;lpxC;F;1037096;1038020;-1
AB000Q82TM;clpB;T;-7018911;-7016280;1
AB000Q82TM;.;F;-7017595.5;-7017595.5;1
AB000Q82TM;pyridoxamine 5'-phosphate oxidase family protein;F;-7020246;-7019448;1
AB000Q82TM;flavohemoprotein;F;-7021722;-7020549;-1
AB000Q82TM;TauD/TfdA family dioxygenase;F;-7022566;-7021756;1
AB000Q82TM;ABC transporter permease;F;-7023486;-7022628;1
AB000Q82TM;ABC transporter permease;F;-7024424;-7023482;1
AB000Q82TM;ABC transporter substrate-binding protein;F;-7025991;-7024431;1
AB000Q82TM;MFS transporter;F;-7027444;-7026256;-1
AB000Q82TM;helix-turn-helix transcriptional regulator;F;-7028012;-7027580;1
AB000Q82TM;dnaJ;F;-7029304;-7028059;1
AB000Q82TM;YbaB/EbfC family nucleoid-associated protein;F;-7016230;-7015897;1
AB000Q82TM;hypothetical protein;F;-7015901;-7015574;1
AB000Q82TM;hypothetical protein;F;-7015578;-7014723;1
AB000Q82TM;hypothetical protein;F;-7014644;-7013996;1
AB000Q82TM;SDR family NAD(P)-dependent oxidoreductase;F;-7013906;-7012760;1
AB000Q82TM;adenosine deaminase;F;-7012706;-7011710;1
AB000Q82TM;NAD(P)/FAD-dependent oxidoreductase;F;-7011700;-7010101;-1
AB000Q82TM;SDR family oxidoreductase;F;-7009937;-7009175;1
AB000Q82TM;orotate phosphoribosyltransferase;F;-7009179;-7008621;1
AB000Q82TM;RNA methyltransferase;F;-7008625;-7007971;1
AB000Q82TM;VTT domain-containing protein;F;-7007833;-7006939;-1
AB000Q82TM;hypothetical protein;F;-7006843;-7006474;-1
AB000Q82TM;sigma-70 family RNA polymerase sigma factor;F;-7006478;-7005800;-1
AB0004LKWN;clpB;T;-2450226;-2447637;1
AB0004LKWN;.;F;-2448931.5;-2448931.5;1
AB0004LKWN;copper amine oxidase N-terminal domain-containing protein;F;-2451581;-2450912;1
AB0004LKWN;hypothetical protein;F;-2451763;-2451568;1
AB0004LKWN;hypothetical protein;F;-2452142;-2451860;1
AB0004LKWN;DJ-1/PfpI family protein;F;-2452947;-2452365;1
AB0004LKWN;hypothetical protein;F;-2454011;-2453069;1
AB0004LKWN;helix-turn-helix transcriptional regulator;F;-2454333;-2454012;1
AB0004LKWN;hypothetical protein;F;-2455013;-2454656;1
AB0004LKWN;SDR family oxidoreductase;F;-2456346;-2455605;1
AB0004LKWN;B12-binding domain-containing radical SAM protein;F;-2457844;-2456551;1
AB0004LKWN;hypothetical protein;F;-2459754;-2458098;1
AB0004LKWN;class 1 isoprenoid biosynthesis enzyme;F;-2461244;-2459993;1
AB0004LKWN;DUF1540 domain-containing protein;F;-2447519;-2447351;-1
AB0004LKWN;hypothetical protein;F;-2447188;-2446435;1
AB0004LKWN;hypothetical protein;F;-2446295;-2445290;1
AB0004LKWN;response regulator transcription factor;F;-2445146;-2444474;1
AB0004LKWN;HAMP domain-containing histidine kinase;F;-2444475;-2443026;1
AB0004LKWN;DEAD/DEAH box helicase;F;-2442857;-2441516;1
AB0004LKWN;winged helix-turn-helix transcriptional regulator;F;-2441420;-2441075;-1
AB0004LKWN;NADH:flavin oxidoreductase;F;-2440943;-2439920;1
AB0004LKWN;hypothetical protein;F;-2439847;-2439652;-1
AB0004LKWN;lactate utilization protein;F;-2439354;-2438712;1
AB0004LKWN;carA;F;-2438425;-2437351;1
AB0005WNO3;clpB;T;-2356050;-2353485;1
AB0005WNO3;.;F;-2354767.5;-2354767.5;1
AB0005WNO3;hypothetical protein;F;-2356391;-2356133;-1
AB0005WNO3;flagellin;F;-2357681;-2356847;-1
AB0005WNO3;hypothetical protein;F;-2358606;-2357835;-1
AB0005WNO3;hypothetical protein;F;-2359495;-2358721;-1
AB0005WNO3;aminotransferase class V-fold PLP-dependent enzyme;F;-2360758;-2359588;-1
AB0005WNO3;hypothetical protein;F;-2361307;-2360770;1
AB0005WNO3;hypothetical protein;F;-2362100;-2361263;1
AB0005WNO3;MarR family transcriptional regulator;F;-2362627;-2362111;1
AB0005WNO3;efflux RND transporter permease subunit;F;-2365880;-2362640;1
AB0005WNO3;TolC family protein;F;-2367325;-2365882;1
AB0005WNO3;hypothetical protein;F;-2353473;-2352975;1
AB0005WNO3;hypothetical protein;F;-2352464;-2351336;1
AB0005WNO3;riboflavin synthase;F;-2351129;-2350529;1
AB0005WNO3;ribB;F;-2350530;-2349399;1
AB0005WNO3;6,7-dimethyl-8-ribityllumazine synthase;F;-2349400;-2348818;1
AB0005WNO3;HAMP domain-containing protein;F;-2348781;-2346576;1
AB0005WNO3;sigma-54-dependent Fis family transcriptional regulator;F;-2346537;-2345160;1
AB0005WNO3;proline--tRNA ligase;F;-2345086;-2343342;1
AB0012RMCG;clpB;T;-10102243;-10099615;1
AB0012RMCG;.;F;-10100929.0;-10100929.0;1
AB0012RMCG;hypothetical protein;F;-10102530;-10102233;1
AB0012RMCG;J domain-containing protein;F;-10103453;-10102529;1
AB0012RMCG;nucleotide exchange factor GrpE;F;-10103973;-10103457;1
AB0012RMCG;dnaK;F;-10105888;-10104022;1
AB0012RMCG;glycine zipper family protein;F;-10106397;-10105887;1
AB0012RMCG;helix-turn-helix domain-containing protein;F;-10108390;-10106697;-1
AB0012RMCG;4a-hydroxytetrahydrobiopterin dehydratase;F;-10109189;-10108490;-1
AB0012RMCG;glycoside hydrolase family 13 protein;F;-10110844;-10109218;-1
AB0012RMCG;trehalose synthase;F;-10112446;-10110833;1
AB0012RMCG;trxA;F;-10099619;-10099172;1
AB0012RMCG;UBP-type zinc finger domain-containing protein;F;-10099176;-10098912;1
AB0012RMCG;FAD-dependent oxidoreductase;F;-10098916;-10097245;1
AB0012RMCG;STAS domain-containing protein;F;-10097249;-10096718;1
AB0012RMCG;PrsW family intramembrane metalloprotease;F;-10096722;-10095792;1
AB0012RMCG;low affinity iron permease family protein;F;-10095737;-10095354;1
AB0012RMCG;STAS domain-containing protein;F;-10095252;-10094901;1
AB0012RMCG;dihydrofolate reductase family protein;F;-10094818;-10094251;1
AB0012RMCG;RNA polymerase subunit sigma-70;F;-10094235;-10093239;-1
AB0012RMCG;alcohol dehydrogenase;F;-10093086;-10092858;1
AB0012RMCG;TetR/AcrR family transcriptional regulator;F;-10092832;-10092190;-1
AB0012RMCG;LLM class flavin-dependent oxidoreductase;F;-10092069;-10091022;1
AB0012RMCG;isochorismatase family protein;F;-10091026;-10090390;1
AB0012RMCG;copper-translocating P-type ATPase;F;-10090378;-10088119;-1
AB0001SLR8;clpB;T;-919162;-916564;1
AB0001SLR8;.;F;-917863.0;-917863.0;1
AB0001SLR8;DUF4167 domain-containing protein;F;-920565;-919527;1
AB0001SLR8;prmC;F;-922052;-921131;1
AB0001SLR8;htpG;F;-924022;-922048;1
AB0001SLR8;DUF2794 domain-containing protein;F;-924957;-924549;-1
AB0001SLR8;Bax inhibitor-1/YccA family protein;F;-925808;-925037;1
AB0001SLR8;ABC transporter permease;F;-928686;-926070;1
AB0001SLR8;ABC transporter ATP-binding protein;F;-929396;-928682;1
AB0001SLR8;hypothetical protein;F;-916317;-915831;1
AB0001SLR8;hypothetical protein;F;-915664;-915187;1
AB0001SLR8;hypothetical protein;F;-915129;-914874;-1
AB0001SLR8;gyrB;F;-914606;-912152;1
AB0001SLR8;acyltransferase family protein;F;-911756;-910697;1
AB0001SLR8;hypothetical protein;F;-910487;-910274;1
AB0001SLR8;adenosylmethionine--8-amino-7-oxononanoate transaminase;F;-910278;-908994;-1
AB0001SLR8;8-amino-7-oxononanoate synthase;F;-908866;-907705;1
AB0001SLR8;bioD;F;-907477;-906787;1
AB0001SLR8;O-acetylhomoserine aminocarboxypropyltransferase;F;-906755;-905471;1
AB000V402G;p: O-acetylhomoserine aminocarboxypropyltransferase;T;6506021;6508634;1
AB000V402G;.;F;6507327.5;6507327.5;1
AB000V402G;matrixin family metalloprotease;F;6508767;6510600;-1
AB000V402G;hypothetical protein;F;6510592;6511201;-1
AB000V402G;trypsin-like peptidase domain-containing protein;F;6511561;6512737;-1
AB000V402G;DUF1844 domain-containing protein;F;6512767;6513169;-1
AB000V402G;hypothetical protein;F;6513257;6513458;-1
AB000V402G;tetratricopeptide repeat protein;F;6513548;6514190;-1
AB000V402G;MBL fold metallo-hydrolase;F;6514254;6515433;1
AB000V402G;pruA;F;6515689;6518674;1
AB000V402G;protein kinase;F;6504837;6505965;1
AB000V402G;hypothetical protein;F;6503807;6504764;-1
AB000V402G;response regulator;F;6502230;6503811;1
AB000V402G;AAA family ATPase;F;6500741;6502259;1
AB000V402G;CSLREA domain-containing protein;F;6497323;6500401;-1
AB000V402G;gltB;F;6492761;6497246;1
AB0001PS3J;clpB;T;-2119895;-2117312;1
AB0001PS3J;.;F;-2118603.5;-2118603.5;1
AB0001PS3J;YjzC family protein;F;-2120159;-2119979;1
AB0001PS3J;argF;F;-2121193;-2120248;1
AB0001PS3J;carbamoyl phosphate synthase large subunit;F;-2124294;-2121189;1
AB0001PS3J;carbamoyl phosphate synthase small subunit;F;-2125354;-2124286;1
AB0001PS3J;acetylornithine transaminase;F;-2126561;-2125403;1
AB0001PS3J;argB;F;-2127316;-2126557;1
AB0001PS3J;argJ;F;-2128555;-2127328;1
AB0001PS3J;N-acetyl-gamma-glutamyl-phosphate reductase;F;-2129595;-2128569;1
AB0001PS3J;Crp/Fnr family transcriptional regulator;F;-2130452;-2129768;-1
AB0001PS3J;YjzD family protein;F;-2117086;-2116906;-1
AB0001PS3J;alpha/beta hydrolase;F;-2116767;-2116065;1
AB0001PS3J;BMP family ABC transporter substrate-binding protein;F;-2115975;-2115021;1
